,0
0,1.30133596836184
1,1.30133596836184
2,1.301592643606322
3,1.3018413709543595
4,1.3013889312761946
5,1.30134106599446
6,1.3017527478209032
7,1.3017569337434511
8,1.3019581940114435
9,1.3017585030120042
10,1.3017712483486668
11,1.3017158336170107
12,1.3018752225902148
13,1.301535422834675
14,1.3016084937747856
15,1.3019368144590142
16,1.3017080242153085
17,1.3016244124725036
18,1.302021035507733
19,1.3020242697554203
20,1.3020607023369375
21,1.3022332935849343
22,1.302336539984916
23,1.3023558780023665
24,1.3027074932654412
25,1.3028598143802956
26,1.3032197405262163
27,1.303289073004459
28,1.3034670493198046
29,1.3035624870548128
30,1.3032199334518861
31,1.3031021675357828
32,1.3031884823353905
33,1.3029875663421444
34,1.3029414084609783
35,1.3033690124663935
36,1.3031726973462008
37,1.3031417477501686
38,1.3030063504258194
39,1.3030642730904478
40,1.3029851720819665
41,1.3032298656322758
42,1.303053842833278
43,1.3032739603826704
44,1.3032141801373043
45,1.3032892235330105
46,1.3033573709693334
47,1.3032199327177507
48,1.3035578410180173
49,1.3036076085374837
50,1.3037906197976104
51,1.304191663628883
52,1.3043853480408696
53,1.3041496877758605
54,1.3042926761525244
55,1.30449485451831
56,1.3044803127713347
57,1.3045346855095679
58,1.3043516275364069
59,1.3043051277011273
60,1.30390296608584
61,1.3040064376006926
62,1.3039683100422428
63,1.3039992797372255
64,1.304099670873649
65,1.3042284733416172
66,1.3043979508021981
67,1.3039981727565249
68,1.30388821814935
69,1.303865531203741
70,1.3038380033583064
71,1.303861692623338
72,1.303772582745381
73,1.303878642508418
74,1.3041277497597363
75,1.3044361391400863
76,1.3043597644777252
77,1.3043361364903778
78,1.304184543805686
79,1.3042203061112376
80,1.3046409458220332
81,1.304546304482609
82,1.304344294355868
83,1.3043063000578148
84,1.303888355773351
85,1.3037621479835324
86,1.303703935323878
87,1.3036824347056277
88,1.3036072088253936
89,1.3037118221682034
90,1.3037305002137665
91,1.3036818132272703
92,1.3037641178956643
93,1.3039371614413304
94,1.3038062772704324
95,1.3037322081717406
96,1.3035317661894201
97,1.303487726032326
98,1.3034340165390834
99,1.3033551473440594
100,1.303444356251753
101,1.3033511350256524
102,1.3034174794941205
103,1.303648061310262
104,1.3040153083334238
