,0
0,3.7087171059844763
1,3.7087171059844763
2,3.708779094194616
3,3.709451051295579
4,3.7093494427853306
5,3.709460606712446
6,3.709192236831319
7,3.7086394365857234
8,3.707954895702419
9,3.7074694419725325
10,3.7082631147234744
11,3.7091444460323073
12,3.7089791670164134
13,3.7095041677001257
14,3.709650148723084
15,3.71012609078903
16,3.710743494892269
17,3.710964420118875
18,3.7117164800472904
19,3.7112860163500048
20,3.711615626045828
21,3.711501955974164
22,3.711939213054619
23,3.7118239470022645
24,3.7114352180430323
25,3.711509150847831
26,3.713596432956484
27,3.7135056278056235
28,3.7146275916185534
29,3.715478336921523
30,3.7160466012693143
31,3.7167269993517835
32,3.7180562783722575
33,3.7178106208315214
34,3.718347511414801
35,3.7200000576831753
36,3.720620804540257
37,3.7205271882706294
38,3.7201599781681955
39,3.7203950212426418
40,3.7194348522059046
41,3.72065473407519
42,3.720658220471196
43,3.720805097892759
44,3.7203204407460158
45,3.720136887429362
46,3.7203013761690342
47,3.72067647482356
48,3.72129078957481
49,3.721439360429563
50,3.722285582899513
51,3.7228203191208413
52,3.7227846453232085
53,3.7229591481884023
54,3.72335487134618
55,3.722695814188719
56,3.7237988691864796
57,3.7243202245714673
58,3.724964346545299
59,3.7254620260291413
60,3.7249787135488717
61,3.725411013722854
62,3.725173833976054
63,3.7252605382993926
64,3.7252737074303774
65,3.725447727047293
66,3.7247342456897785
67,3.7242561454890746
68,3.7238391183034225
69,3.723296340865477
70,3.7225428865063757
71,3.7235583779486157
72,3.724482137721107
73,3.7254824972800797
74,3.7243571510181366
75,3.7247317160153988
76,3.724417018645957
77,3.7241939798506376
78,3.725572812007936
79,3.726930161630434
80,3.7282145278480554
81,3.7279124437595796
82,3.7273568805367576
83,3.7272516505275815
84,3.7275236809062697
85,3.728234911097684
86,3.728321747858313
87,3.7286102026669927
88,3.7286717584165863
89,3.729782826857647
90,3.7299750918769456
91,3.7290980081201783
92,3.728925805887574
93,3.7295012658219586
94,3.7296306930423953
95,3.730828747064794
96,3.7308809156150073
97,3.7296520845364296
98,3.7291859885045535
99,3.7296943604647375
100,3.728815189733148
101,3.7290393076890074
102,3.729151272252331
103,3.7282770923478976
104,3.7291880644086155
105,3.7293338820463595
106,3.7291790011295625
107,3.729106055829207
108,3.730389645771364
109,3.730626771782547
110,3.729835996263428
111,3.7304369506009754
112,3.730453674628697
113,3.730986360006374
114,3.731344661575088
115,3.7318617958465774
116,3.731907945614831
117,3.7315010612870587
118,3.731048050035606
119,3.7316319264840163
120,3.7318507436075374
121,3.7311829277768003
122,3.731565554574363
123,3.7312586420766967
124,3.7320138413070074
125,3.7309380508072394
126,3.7299877218524937
127,3.730159383433989
128,3.7315450969453248
129,3.7314980841379324
130,3.7309686810128255
131,3.730666515274001
132,3.7304952999197494
133,3.7307879578665886
134,3.7308181097433377
135,3.731736942318667
136,3.730907435182509
137,3.73027479347973
138,3.7297256471781544
139,3.729848673690246
140,3.730777142194289
141,3.7302237487483643
142,3.730431436884215
143,3.73003718928997
144,3.7301566979311858
145,3.7302102055213204
146,3.729709232174435
147,3.7299395960582955
148,3.730286250721958
149,3.7310635265226075
150,3.7317940016254427
151,3.732084900900621
152,3.732861388383292
153,3.7334331723932337
154,3.7332896520825685
155,3.73311611781838
156,3.732306273699915
157,3.732648953358148
158,3.7338419799877376
159,3.7355285464184416
160,3.735559445900574
161,3.7358444732241365
162,3.7353429061868457
163,3.734855767843553
164,3.735498081726442
165,3.735156960354943
166,3.7353867796870297
167,3.735444679304996
168,3.7351877521814267
169,3.735407617463339
170,3.734755696509627
171,3.7359366192313823
172,3.736612100544373
173,3.736765091415912
174,3.736509266464658
175,3.736447655583676
176,3.7375506891282457
