,0
0,99.99174583784054
1,99.99174583784054
2,99.98059403367125
3,99.98650663204998
4,99.99339613489339
5,99.99756895283898
6,100.0232895541392
7,100.01617846835725
8,100.00961080228856
9,100.00623323434101
10,100.02395763089811
11,100.02277050635595
12,100.02621797946591
13,100.03979890167605
14,100.06216725938535
15,100.06363836675379
16,100.06102969598692
17,100.05054570442287
18,100.05659981580246
19,100.06150235791677
20,100.06916067443385
21,100.0714142401068
22,100.11328258780576
23,100.15851835039368
24,100.1420061235588
25,100.14008897316187
26,100.1292664203837
27,100.10020022960921
28,100.09260255244425
29,100.1008911375281
30,100.11041949887259
31,100.12296733248638
32,100.12110154152903
33,100.13201870906187
34,100.12373562920259
35,100.14639257868673
36,100.16203705322664
37,100.16506954116173
38,100.14615530801987
39,100.15533376150901
40,100.18519768096823
41,100.19167121264088
42,100.17599811420214
43,100.1736259836947
44,100.17830799621689
45,100.16702559707791
46,100.16006182576827
47,100.16549316359682
48,100.18778663384005
49,100.20020811715588
50,100.18165138254574
51,100.18407564040133
52,100.21258568992246
53,100.2053063418856
54,100.21994704737189
55,100.21865405337181
56,100.19815380428909
57,100.21454254475599
58,100.20682454057761
59,100.20630111714985
60,100.1806106100769
61,100.20657367529587
62,100.22188313072151
63,100.22750782283308
64,100.23601000174072
65,100.26489681212564
66,100.2590927940285
67,100.27914154747579
68,100.29777666364484
69,100.29362860772923
70,100.30500888517896
71,100.30384090584792
72,100.2621159621564
73,100.23908273174567
74,100.2641559591608
75,100.27746819026387
76,100.30384632317508
77,100.28768361923889
78,100.28785043542788
79,100.29412839147882
80,100.31315449132484
81,100.30364203454259
82,100.28055497987901
83,100.28931863299655
84,100.30066140010845
85,100.32378229243824
86,100.30504232555344
87,100.32673367407978
88,100.33488037797886
89,100.34344722027492
90,100.32319249875727
91,100.30937020193588
92,100.3148431436656
93,100.3101917287222
94,100.28103260182601
95,100.28472516492583
96,100.30200848545275
97,100.31348959644627
98,100.32413040947968
99,100.29483954286219
100,100.29212815810139
101,100.30653383426707
102,100.30204802622556
103,100.28481081295627
104,100.30881023788575
105,100.31969925359056
106,100.34306209086881
107,100.36379153096766
108,100.38262043390917
109,100.37298914662406
110,100.39458839719875
111,100.38614229779047
112,100.40523761933618
113,100.41736890250169
114,100.45884655488842
115,100.47673552250218
116,100.48879408289892
117,100.48830296049039
118,100.48082125596949
119,100.4752425219506
120,100.43217563067955
121,100.4642288492622
122,100.47732934872882
123,100.4853502835642
124,100.47151120499502
125,100.49522712966674
126,100.48073466088587
127,100.46521781372255
128,100.44563499041173
129,100.4045253222462
130,100.41576342362933
131,100.3831052591619
132,100.40196024409772
133,100.44365937558226
134,100.44402379578102
135,100.43834597580549
136,100.42036821931477
137,100.41653809870246
138,100.42979091428474
139,100.43913615265936
140,100.43074933983898
141,100.44798858335282
142,100.4459486559305
143,100.44625874044056
144,100.44158506682898
145,100.46116054489958
146,100.48560643273159
