,0
0,1.8049947270013988
1,1.8049947270013988
2,1.8045704887119072
3,1.804782815030988
4,1.8045723281221369
5,1.8047178229817868
6,1.804582523337614
7,1.8040343306900208
8,1.8042003740871322
9,1.8043990079987715
10,1.804574773439492
11,1.8043798853338497
12,1.8042639931255027
13,1.8042324201994562
14,1.8036819416186314
15,1.8037126132380144
16,1.803711596682491
17,1.8038986082977506
18,1.8042794705810363
19,1.804316162768523
20,1.8049469688714794
21,1.805009482039901
22,1.8053915686729223
23,1.805528076965845
24,1.805469472480221
25,1.8051605748767416
26,1.8053801133291603
27,1.8056979196307572
28,1.8058010904451771
29,1.805853097135898
30,1.8060195908036027
31,1.8055601168667148
32,1.8058650544648465
33,1.8063746898130062
34,1.8066664573740596
35,1.8067804992335461
36,1.8064160296419407
37,1.8061191309206228
38,1.8063917632990307
39,1.8069636281826653
40,1.806767934198572
41,1.8071904280807412
42,1.8071748446381335
43,1.80769252374717
44,1.807293814770778
45,1.8073008000177329
46,1.8073015500521796
47,1.8076394911595726
48,1.8076989475065752
49,1.8076376395916418
50,1.807567561256336
51,1.808192228993628
52,1.8087610213815972
53,1.8088275090388857
54,1.8086294564172791
55,1.8086706964027923
56,1.8093346752459731
57,1.8095879436490931
58,1.810154224006695
59,1.810355656565748
60,1.8100013954056704
61,1.8099475780111527
62,1.8100314044973034
63,1.8096268139100455
64,1.809991457698953
65,1.8098890960393823
66,1.8098256840620215
67,1.8094881998853578
68,1.8092491587503263
69,1.8091572531629407
70,1.8093647461401021
71,1.809625537553819
72,1.809092485456816
73,1.8094562563874177
74,1.809659014506237
75,1.809666728920934
76,1.8093380203806002
77,1.80902849031855
78,1.8094038238138204
79,1.8094780530748893
80,1.8098041783136796
81,1.8100739175441136
82,1.8104115147446358
83,1.810756554673272
84,1.811021310490161
85,1.8104740171776132
86,1.8102532086613958
87,1.8096615093529544
88,1.8100491466824842
89,1.8104525989672784
90,1.8103933368275398
91,1.8104944423171352
92,1.8111752080808505
93,1.811295590875658
94,1.8112907334456916
95,1.8115112958252093
96,1.811389346457461
97,1.8115666423104078
98,1.8113824261952494
99,1.8115518191000102
100,1.8116724567347948
101,1.811903766078195
102,1.8124146531811012
103,1.8123642945291951
104,1.8126392493805552
105,1.8124265177461822
106,1.8126806345058863
107,1.8129698987893395
108,1.8131728623493053
109,1.81319552673942
110,1.8135467386605173
111,1.8133159528889973
112,1.8138987607633095
113,1.8140468557006515
114,1.8141227587424298
115,1.8138895822788947
116,1.814755265527906
117,1.8146445019371253
118,1.81505194133597
119,1.8151686460068608
120,1.8152702531813554
121,1.8157557208375912
122,1.815468047671947
123,1.8149026088926221
124,1.8152449669981372
125,1.8150544781358953
126,1.8149277221130022
127,1.8147074694428245
128,1.8145008220362737
129,1.814815433276617
130,1.8148573680224278
131,1.8150512686398894
132,1.8149590774636175
133,1.8150048134740167
134,1.8148571751252893
135,1.8146066651968438
136,1.8144601311612147
137,1.8148561061323407
138,1.8149884774226197
139,1.8149733360359013
140,1.8147048594155961
141,1.8148730823707893
142,1.8152188886269807
143,1.8149626541166046
144,1.8151374301448635
145,1.8152513390591671
146,1.815123870490313
147,1.8158681897669744
148,1.8155510468700395
149,1.8158586154598726
150,1.8161350897495918
151,1.8157543308663489
152,1.8158674568682123
153,1.8161436391478698
154,1.8165062447931069
155,1.8166643011339332
156,1.8164372783132123
157,1.8163735780043622
158,1.8164452965728033
159,1.8165862244681563
160,1.8163687984808725
161,1.8164542338478207
162,1.8162518668446337
163,1.8165400366680198
164,1.8164768121448975
165,1.8164560003499808
166,1.8168497874697545
167,1.8170445783101752
168,1.8172064851455674
169,1.8176251308584728
170,1.8176955401533552
171,1.817746615102474
172,1.8178673013168882
173,1.8178080986736724
174,1.8181033372477857
175,1.8181567230988906
176,1.8182518158001997
177,1.8184554696370188
178,1.8182326803648208
179,1.818307853581264
180,1.8181974211450487
181,1.8179112427214725
182,1.8182313450458962
183,1.8181478697344435
184,1.818437904605763
185,1.8183871508114178
186,1.8186094373746808
187,1.818710234258974
188,1.8186248025228995
189,1.819356604088924
190,1.8198871606368463
191,1.819692705504658
192,1.8199768262590512
193,1.8199146336695757
194,1.820504077220777
195,1.8202840449923305
196,1.820167301014824
197,1.8203588688860586
198,1.8206259917173193
199,1.8214194285091192
200,1.8217572476254478
201,1.821492201009219
202,1.8213935066295612
203,1.82155851444124
204,1.8216966648399713
205,1.8214393423740014
206,1.821516693062197
207,1.821528958388862
208,1.8218580890949392
209,1.8222264949948446
210,1.82204442105021
211,1.8217267854903945
212,1.8214645542879138
213,1.8214552953827354
214,1.8210969762097875
215,1.8214706726513585
216,1.8211587664324533
217,1.8211145188304025
218,1.8209486106525588
219,1.8209603886740495
220,1.8206824060218467
221,1.8210488144532722
222,1.8209713371652518
223,1.8216038476462957
224,1.8217501449494151
225,1.8215100547419167
226,1.8217197056334018
227,1.8212674840890564
228,1.820335906407206
229,1.8203412079667074
230,1.8205569714800185
231,1.8204809905208432
232,1.8202128943324065
233,1.8199639219801933
234,1.8200217069397817
235,1.8200768514597716
236,1.8199634021881579
237,1.820187395044419
238,1.8199868684845544
239,1.820212565622878
240,1.8198966376486385
241,1.8196724030980114
242,1.8199709489360705
243,1.8197333976007226
244,1.8199141751144805
245,1.8201738260316487
246,1.8201589019852726
247,1.820387959972112
248,1.820495638164495
249,1.8209564957111042
250,1.8210419781812213
251,1.8214522698315254
252,1.8212062542718688
253,1.821491468181915
254,1.8210560960376874
255,1.821139081077569
256,1.821024650624075
257,1.821248912805462
258,1.821352973741249
259,1.8214092841523988
260,1.8214906931340127
261,1.8220260245273248
262,1.822481225650832
263,1.8225250631043757
264,1.8226752747430366
265,1.8232584579152968
266,1.8232585491630067
267,1.82352227990955
268,1.8237962076874292
269,1.8233592991581473
270,1.8239022263765279
271,1.823680420813097
272,1.823970586973268
273,1.8232948772244886
274,1.823627176503154
275,1.8235179898184337
276,1.8237630357938872
277,1.8240969788650852
278,1.8238746212363124
279,1.8241419232703988
280,1.8245457298421697
281,1.824667749132526
282,1.8249343689601478
283,1.8251028701903893
284,1.825110453344282
285,1.8254477176550838
286,1.825949280419046
287,1.8259243292484535
288,1.825627097247034
289,1.8259370358875895
290,1.8260747506150372
291,1.826107815552187
292,1.8257718980598034
293,1.8254009872107193
294,1.8256359622655003
295,1.8256691175247808
296,1.8259864939656518
297,1.8257763614922353
298,1.8256950501278406
299,1.8257210062552027
300,1.8258768481478957
301,1.8256960737040209
302,1.8262368736729317
303,1.826610931012107
304,1.8272283865608037
305,1.82686214126799
306,1.826827509330516
307,1.8265779635485997
308,1.826202761008193
309,1.8256439561465894
310,1.8259155238461195
311,1.82579873261126
312,1.8256886582155358
313,1.8252638330778321
314,1.8250867630893124
315,1.8248280267838388
316,1.8251142182917075
317,1.8252597165708415
318,1.8246132379841562
319,1.8247115063000718
320,1.8252661190662234
321,1.825049929705398
322,1.825305302858045
323,1.8251091724081387
324,1.8255662529077161
325,1.8254749057498403
326,1.8257605425229197
327,1.8257099241142998
328,1.8262184864240978
329,1.8266916608730732
330,1.8267088814851005
331,1.827188452513149
332,1.8271512876622817
333,1.8269683064362388
334,1.8271024587602154
335,1.8270880026897993
336,1.8267046159015972
337,1.8268227275487903
338,1.8271742215492062
339,1.8271704009835292
340,1.8271305453373272
341,1.8273527255594026
342,1.8278689151381189
343,1.8280191548855678
344,1.8282709126411676
345,1.8281285727689898
346,1.827867164522579
347,1.828534193048907
348,1.8286399302931173
349,1.8285801336302525
350,1.8284627215725044
351,1.8288705756920756
352,1.8283571274929118
353,1.828089714380158
354,1.8282826019548044
355,1.8282173968225799
356,1.8279878931006026
357,1.8279022846557933
358,1.8282700933308453
359,1.8287742382318504
360,1.8288416878853186
361,1.829143308447934
