,0
0,2.8032690688456
1,2.8032690688456
2,2.8028471744983547
3,2.8021251665207068
4,2.802283468265788
5,2.8024850909294434
6,2.8026102612213295
7,2.802498935141612
8,2.802535686574204
9,2.8029249783526655
10,2.8025312939376352
11,2.802165122735272
12,2.802426154276711
13,2.8024986454032894
14,2.802959334010485
15,2.803069001230082
16,2.802923151660733
17,2.8018486833654594
18,2.802041746713281
19,2.801882495795179
20,2.802052676280543
21,2.8015265521490162
22,2.800870410859091
23,2.800666791962878
24,2.8004161313214833
25,2.8001016151440212
26,2.8004904875625782
27,2.8007918693625813
28,2.8001005268335195
29,2.8000996033941847
30,2.800101309017489
31,2.7995017736123953
32,2.799852508942826
33,2.8006306983891354
34,2.801037038051404
35,2.8019558186949003
36,2.803096946566507
37,2.801970330042529
38,2.802539693215318
39,2.8030583745057096
40,2.8028801148659404
41,2.802612729794743
42,2.802173945566858
43,2.80293517672405
44,2.8025179307491754
45,2.8019448201612174
46,2.8023870494108563
47,2.802637204018096
48,2.802805636542913
49,2.8034950053448116
50,2.8032396722089548
51,2.80340034211743
52,2.8030697090079744
53,2.8031190119850153
54,2.8039547075656324
55,2.8039475051632294
56,2.8038274301681367
57,2.8037978909390406
58,2.804334328205075
59,2.8044786054513433
60,2.8041669516443313
61,2.8042303204792725
62,2.804048371429252
63,2.8053398576582325
64,2.8059667570651836
65,2.8064965353140674
66,2.8060720546517497
67,2.8062900667834083
68,2.806428935195935
69,2.8065000696205518
70,2.8068005417053468
71,2.806149495258509
72,2.8059623614169515
73,2.805973301017397
74,2.805932752182431
75,2.805684446843684
76,2.80558397872835
77,2.8048940254030486
78,2.80502999069835
79,2.8048355882416636
80,2.8053263677328992
81,2.8054777598090186
82,2.804629445572797
83,2.8046733353230553
84,2.805166039602541
85,2.8056401151432904
86,2.805301395488284
87,2.8056463816454795
88,2.80535856761596
89,2.8056316700194044
90,2.8051617777990976
91,2.8054998189259894
92,2.805206741683492
93,2.80593602182272
94,2.805657966801012
95,2.805352221292336
96,2.8040353671192886
97,2.8044610782850827
98,2.8044134629901443
99,2.8047547052997728
100,2.804919721810484
101,2.8050793228736164
102,2.8053126327490494
103,2.8059441947207406
104,2.8063538723647214
105,2.8072699026297325
106,2.807718630838873
107,2.807518672824606
108,2.8076597999937505
109,2.8073998231519535
110,2.8073410372406085
111,2.8077913540021258
112,2.8073328078341317
113,2.80726013144997
114,2.80726933061015
115,2.807538879523659
116,2.8076486389978403
117,2.807828538337503
118,2.8070246108269705
119,2.8065617046739946
120,2.8065363463629183
121,2.806274192560137
122,2.8064022976300547
123,2.8065550931765078
124,2.806322483607986
125,2.806115055263119
126,2.8064548351339416
127,2.8068932773909645
128,2.807099772441599
129,2.8067106945001172
130,2.8064306416918474
131,2.807096179306424
132,2.8077539911812424
133,2.807284000614607
134,2.8070582737148078
135,2.807010008473973
136,2.807221603933638
137,2.8078655050150516
138,2.8080195267670613
139,2.8088065419857937
140,2.8105601062855823
141,2.810867201282858
142,2.8110078222551858
143,2.811159223535992
144,2.811670607357821
145,2.8125060279021
146,2.8124350760191534
147,2.8123149791635615
148,2.8124479458874965
149,2.8122507673402253
150,2.8120333296171847
151,2.8119384061150945
152,2.8123767829482254
153,2.812492091920965
154,2.812678446550141
155,2.812091176969929
156,2.8123921936578515
157,2.8119399934252427
158,2.811633855238216
159,2.8115485770134536
160,2.811303253645513
161,2.811476017029317
162,2.811732162007671
163,2.8120540227151887
164,2.8118749599431605
165,2.8118260424674077
166,2.811756615944371
167,2.8118011910467984
168,2.8122572609158953
169,2.8121348158266306
170,2.812823775750753
171,2.81371848153004
172,2.8135438709974094
173,2.8135544211968977
174,2.8131461110958753
175,2.812763365655975
176,2.8126335182060846
177,2.8127961653350084
178,2.8125199588514893
179,2.8126142365931566
180,2.8129496721611913
181,2.8138093716955495
182,2.8134336684275523
183,2.8137074182933004
184,2.813775016351173
185,2.813944202237981
186,2.8136234467780707
187,2.8136927808063907
188,2.814122609410186
189,2.8142268391149696
190,2.814787881482363
191,2.8150948397646705
192,2.81495234867014
193,2.814781171083872
194,2.8144730804501887
195,2.814744048127722
196,2.815084188920438
197,2.814582381087166
198,2.8143063177539362
199,2.8137369630451405
200,2.8138617109765933
201,2.813758288872954
202,2.8139766851454793
203,2.8138971455123274
