,0
0,-0.5004493661168788
1,-0.5004493661168788
2,-0.5005019884425549
3,-0.5005528237470296
4,-0.5005869949520578
5,-0.5003144594640327
6,-0.5003009104602025
7,-0.5003326635960802
8,-0.5002720755415118
9,-0.500216398349072
10,-0.500206734132097
11,-0.5001700637534908
12,-0.5002383064915368
13,-0.500220176328946
14,-0.5000285913894842
15,-0.49992620933824883
16,-0.4999642308531675
17,-0.49996436708434094
18,-0.5000692893821597
19,-0.49988594518731916
20,-0.49999126014950207
21,-0.4999696549291771
22,-0.5000206022948305
23,-0.5001446308544072
24,-0.5001674350256525
25,-0.5001602240957891
26,-0.5001513693701208
27,-0.500148001328268
28,-0.5002026248117983
29,-0.5003501559704452
30,-0.5005682612215738
31,-0.5005979311527151
32,-0.5007049277657037
33,-0.5008825894701077
34,-0.5007910121983875
35,-0.5007228318837217
36,-0.5008217066282229
37,-0.5008778023313685
38,-0.5007906059438486
39,-0.500629507336691
40,-0.5004921882115655
41,-0.5005702114151891
42,-0.5006140606770645
43,-0.5006760206794499
44,-0.5007471373935614
45,-0.5007247816477602
46,-0.5008075374352114
47,-0.5010056860226848
48,-0.5009929728772948
49,-0.5009335869981552
50,-0.5009317626527477
51,-0.5009769697354328
52,-0.5008694631618106
53,-0.5008520768346243
54,-0.5006361198774619
55,-0.500574030455483
56,-0.5006881906792632
57,-0.5006370663817992
58,-0.5006209672607155
59,-0.5005197691907224
60,-0.5004417211087981
61,-0.5004886884190813
62,-0.5005291409832162
63,-0.5006610971975216
64,-0.5006086374416845
65,-0.5005068705808462
66,-0.5002574917259581
67,-0.5003131989827059
68,-0.5004901820476528
69,-0.500610228397547
70,-0.5006217977242309
71,-0.5005536513175888
72,-0.5005866950278642
73,-0.5006581335676857
74,-0.5007784444658124
75,-0.5006993576309045
76,-0.5007379190377647
77,-0.5006554674035812
78,-0.5007641000307774
79,-0.500914313897248
80,-0.5008707296941065
81,-0.5008754958543438
82,-0.5010363939846263
83,-0.50122185331973
84,-0.5013839261216982
85,-0.5014931021826433
86,-0.5012869147513547
87,-0.501260228366939
88,-0.5010668629033406
89,-0.5010889768041539
90,-0.5010699017500281
91,-0.5010000333806517
92,-0.5010046590434923
93,-0.5010956258126567
94,-0.5010727341386254
95,-0.5009793287629185
96,-0.5009368620499829
97,-0.5009057324870005
98,-0.5008569787234467
99,-0.5008786599676148
100,-0.5010487555273953
101,-0.5008994186003487
102,-0.5009652510801819
103,-0.500878613143557
104,-0.5009507830393228
105,-0.5009352037932205
106,-0.500896990425586
107,-0.5008823051969872
108,-0.5008515553851274
109,-0.500861671730689
110,-0.5007698543064838
111,-0.5008482401356275
112,-0.5008540405369317
113,-0.5007772258501755
114,-0.5006430490508803
115,-0.5004942229780867
116,-0.5004584312665904
117,-0.5005124763620624
118,-0.5004304592280865
119,-0.500400900897056
120,-0.5004549376308731
121,-0.500465476111774
122,-0.5006007638514859
123,-0.5007697753686916
124,-0.5006162624454075
125,-0.5007256117548632
126,-0.5008921842883733
127,-0.5009327932467764
128,-0.5009576207864587
129,-0.5009973229670507
130,-0.5011170328039738
131,-0.501063851844634
132,-0.5011181261499563
133,-0.5012255846442828
134,-0.5012803464570937
135,-0.5013521528781952
136,-0.5014334276480378
137,-0.501453365246708
138,-0.5015051234341932
139,-0.5015216886403282
140,-0.5015164649574837
141,-0.5015397351680114
142,-0.5015415458357383
143,-0.5014799470015232
144,-0.5015333285846822
145,-0.5014586997978544
146,-0.5014099091882301
147,-0.501310036648788
148,-0.5012225551913416
149,-0.5011208939025665
150,-0.5011703558233319
151,-0.5011492348969302
152,-0.5011193705029044
153,-0.5011952804649451
154,-0.5012559179326013
155,-0.5011257895039863
156,-0.5011892105392172
157,-0.5011835038216969
158,-0.5010366146523073
159,-0.5010283919147266
160,-0.501052838591791
161,-0.5009551905762916
162,-0.5011049026688764
163,-0.5011255531067567
164,-0.5011296967223912
